,movie,year,imdb,metascore,votes,n_imdb
1934,Season of the Witch,2011,5.4,28        ,82539,54.0
1935,The Rite,2011,6.0,38        ,82499,60.0
1936,The Best Exotic Marigold Hotel,2011,7.3,62        ,82361,73.0
1937,Another Earth,2011,7.0,66        ,82042,70.0
1938,The Muppets,2011,7.1,75        ,80251,71.0
1939,Take Shelter,2011,7.4,85        ,79331,74.0
1940,Our Idiot Brother,2011,6.4,60        ,78900,64.0
1941,Goon,2011,6.8,64        ,77793,68.0
1942,My Week with Marilyn,2011,7.0,65        ,77154,70.0
1943,Haywire,2011,5.8,67        ,76843,58.0
1944,Mr. Popper's Penguins,2011,6.0,53        ,76056,60.0
1945,Justin Bieber: Never Say Never,2011,1.6,52        ,74849,16.0
1946,You're Next,2011,6.5,66        ,74397,65.0
1947,The Smurfs,2011,5.5,30        ,74209,55.0
1948,New Year's Eve,2011,5.7,22        ,73359,57.0
1949,The Guard,2011,7.3,78        ,72181,73.0
1950,Jane Eyre,2011,7.4,76        ,71312,74.0
1951,The Inbetweeners Movie,2011,6.8,44        ,70126,68.0
1952,Young Adult,2011,6.3,71        ,70024,63.0
1953,Beastly,2011,5.6,40        ,69981,56.0
1954,Abduction,2011,5.1,25        ,69977,51.0
1955,Jack and Jill,2011,3.4,23        ,67389,34.0
1956,Detachment,2011,7.7,52        ,65731,77.0
1957,What's Your Number?,2011,6.1,35        ,65297,61.0
1958,Killer Joe,2011,6.7,62        ,65261,67.0
1959,God Bless America,2011,7.2,56        ,64409,72.0
1960,The Sitter,2011,5.7,39        ,63970,57.0
1961,A Very Harold & Kumar 3D Christmas,2011,6.3,61        ,60007,63.0
1962,The Eagle,2011,6.2,55        ,58936,62.0
1963,"Jeff, Who Lives at Home",2011,6.5,60        ,58919,65.0
1964,Machine Gun Preacher,2011,6.8,43        ,58047,68.0
1965,Red State,2011,6.2,50        ,57657,62.0
1966,The Awakening,2011,6.5,53        ,57443,65.0
1967,The Devil's Double,2011,7.1,52        ,57045,71.0
1968,Dream House,2011,6.0,35        ,56763,60.0
1969,Salmon Fishing in the Yemen,2011,6.8,58        ,56644,68.0
1970,Larry Crowne,2011,6.1,41        ,55761,61.0
1971,Like Crazy,2011,6.7,68        ,53496,67.0
1972,The Darkest Hour,2011,4.9,18        ,53455,49.0
1973,Something Borrowed,2011,5.9,36        ,52364,59.0
1974,Bernie,2011,6.8,75        ,51916,68.0
1975,The Art of Getting By,2011,6.6,36        ,51538,66.0
1976,Win Win,2011,7.2,75        ,50821,72.0
1977,Apollo 18,2011,5.2,24        ,50012,52.0
1978,Sanctum,2011,5.9,42        ,50000,59.0
1979,Zookeeper,2011,5.2,30        ,49852,52.0
1980,Perfect Sense,2011,7.1,55        ,48548,71.0
1981,Arthur,2011,5.7,36        ,47882,57.0
1982,Gnomeo & Juliet,2011,6.0,53        ,47199,60.0
1983,Take Me Home Tonight,2011,6.3,42        ,46986,63.0
1984,The Dilemma,2011,5.3,46        ,46899,53.0
1985,Grave Encounters,2011,6.1,33        ,45765,61.0
1986,Martha Marcy May Marlene,2011,6.9,75        ,44197,69.0
1987,Don 2,2011,7.1,49        ,44178,71.0
1988,The Beaver,2011,6.7,60        ,43774,67.0
1989,The Flowers of War,2011,7.6,46        ,43447,76.0
1990,Arthur Christmas,2011,7.1,69        ,42252,71.0
1991,Seeking Justice,2011,6.2,38        ,41683,62.0
1992,Footloose,2011,5.9,58        ,41316,59.0
1993,Hobo with a Shotgun,2011,6.1,55        ,40412,61.0
1994,Soul Surfer,2011,7.1,53        ,39646,71.0
1995,Kill the Irishman,2011,7.1,50        ,39297,71.0
1996,Friends with Kids,2011,6.2,55        ,38354,62.0
1997,The Big Year,2011,6.2,53        ,38219,62.0
1998,Trespass,2011,5.3,37        ,37880,53.0
1999,Ironclad,2011,6.2,42        ,37030,62.0
2000,Anonymous,2011,6.9,50        ,36895,69.0
2001,Monte Carlo,2011,5.8,43        ,36856,58.0
2002,Happy Feet Two,2011,5.9,50        ,36396,59.0
2003,Cedar Rapids,2011,6.3,70        ,34188,63.0
2004,Ra.One,2011,4.8,60        ,33979,48.0
2005,The Hunter,2011,6.8,63        ,33665,68.0
2006,The Divide,2011,5.8,28        ,32649,58.0
2007,In the Land of Blood and Honey,2011,4.4,56        ,32420,44.0
2008,The Dark Knight Rises,2012,8.4,78        ,1310049,84.0
2009,Django Unchained,2012,8.4,81        ,1131116,84.0
2010,The Avengers,2012,8.1,69        ,1109563,81.0
2011,The Hunger Games,2012,7.2,68        ,768017,72.0
2012,The Hobbit: An Unexpected Journey,2012,7.9,58        ,696179,79.0
2013,Silver Linings Playbook,2012,7.8,81        ,594541,78.0
2014,Skyfall,2012,7.8,81        ,570515,78.0
2015,Prometheus,2012,7.0,64        ,518819,70.0
2016,Ted,2012,7.0,62        ,517298,70.0
2017,Argo,2012,7.7,86        ,510646,77.0
2018,Life of Pi,2012,7.9,79        ,503755,79.0
2019,The Amazing Spider-Man,2012,7.0,66        ,500804,70.0
2020,Looper,2012,7.4,84        ,477887,74.0
2021,21 Jump Street,2012,7.2,69        ,456395,72.0
2022,The Perks of Being a Wallflower,2012,8.0,67        ,402531,80.0
2023,The Cabin in the Woods,2012,7.0,72        ,317572,70.0
2024,Brave,2012,7.1,69        ,315438,71.0
2025,Cloud Atlas,2012,7.5,55        ,314642,75.0
2026,Wreck-It Ralph,2012,7.7,72        ,311106,77.0
2027,Men in Black 3,2012,6.8,58        ,291827,68.0
2028,Flight,2012,7.3,76        ,289112,73.0
2029,Moonrise Kingdom,2012,7.8,84        ,274776,78.0
2030,Les Misérables,2012,7.6,63        ,272229,76.0
2031,The Expendables 2,2012,6.6,51        ,267983,66.0
2032,Jack Reacher,2012,7.0,50        ,266864,70.0
2033,Taken 2,2012,6.3,45        ,262258,63.0
2034,The Bourne Legacy,2012,6.7,61        ,257758,67.0
2035,Snow White and the Huntsman,2012,6.1,57        ,249564,61.0
2036,Pitch Perfect,2012,7.2,66        ,242983,72.0
2037,Zero Dark Thirty,2012,7.4,95        ,239268,74.0
2038,The Dictator,2012,6.4,58        ,237421,64.0
2039,John Carter,2012,6.6,51        ,230409,66.0
2040,Dredd,2012,7.1,60        ,225493,71.0
2041,Chronicle,2012,7.1,69        ,222092,71.0
2042,Total Recall,2012,6.3,43        ,220450,63.0
2043,The Hunt,2012,8.3,77        ,220216,83.0
2044,Dark Shadows,2012,6.2,55        ,219577,62.0
2045,Lincoln,2012,7.4,86        ,219357,74.0
2046,Battleship,2012,5.8,41        ,218241,58.0
2047,The Place Beyond the Pines,2012,7.3,68        ,214884,73.0
2048,Seven Psychopaths,2012,7.2,66        ,211971,72.0
2049,Lawless,2012,7.3,58        ,205614,73.0
2050,The Twilight Saga: Breaking Dawn - Part 2,2012,5.5,52        ,203724,55.0
2051,End of Watch,2012,7.6,68        ,203113,76.0
2052,Hotel Transylvania,2012,7.1,47        ,188515,71.0
2053,Sinister,2012,6.8,53        ,185758,68.0
2054,American Reunion,2012,6.7,49        ,185382,67.0
2055,Safe House,2012,6.8,52        ,182757,68.0
2056,Project X,2012,6.7,48        ,171514,67.0
2057,The Impossible,2012,7.6,73        ,167090,76.0
2058,Wrath of the Titans,2012,5.7,37        ,166142,57.0
2059,The Vow,2012,6.8,43        ,165383,68.0
2060,Ice Age: Continental Drift,2012,6.6,49        ,164503,66.0
2061,This Means War,2012,6.3,31        ,161548,63.0
2062,The Woman in Black,2012,6.4,62        ,158693,64.0
2063,Mud,2012,7.4,76        ,150509,74.0
2064,Rise of the Guardians,2012,7.3,57        ,138292,73.0
2065,Abraham Lincoln: Vampire Hunter,2012,5.9,42        ,138228,59.0
2066,Madagascar 3: Europe's Most Wanted,2012,6.9,60        ,136062,69.0
2067,Man on a Ledge,2012,6.6,40        ,133999,66.0
2068,Underworld Awakening,2012,6.4,39        ,133320,64.0
2069,The Master,2012,7.1,86        ,122461,71.0
2070,Killing Them Softly,2012,6.2,64        ,120573,62.0
2071,Resident Evil: Retribution,2012,5.4,39        ,120257,54.0
2072,Spring Breakers,2012,5.3,63        ,120223,53.0
2073,Magic Mike,2012,6.1,72        ,119128,61.0
2074,The Campaign,2012,6.1,50        ,114834,61.0
2075,This Is 40,2012,6.2,59        ,112793,62.0
2076,The Watch,2012,5.7,36        ,112173,57.0
2077,Savages,2012,6.5,59        ,111685,65.0
2078,Safety Not Guaranteed,2012,7.0,72        ,108932,70.0
2079,Contraband,2012,6.5,51        ,108173,65.0
2080,Premium Rush,2012,6.5,66        ,102602,65.0
2081,Seeking a Friend for the End of the World,2012,6.7,59        ,98229,67.0
2082,Get the Gringo,2012,7.0,60        ,94909,70.0
2083,Safe,2012,6.5,55        ,92495,65.0
2084,The Lucky One,2012,6.5,39        ,89012,65.0
2085,Ruby Sparks,2012,7.2,67        ,87882,72.0
2086,Lockout,2012,6.1,48        ,87344,61.0
2087,The Lorax,2012,6.4,46        ,86012,64.0
2088,The Five-Year Engagement,2012,6.2,62        ,84939,62.0
2089,Frankenweenie,2012,7.0,74        ,84281,70.0
2090,ParaNorman,2012,7.0,72        ,82534,70.0
2091,Amour,2012,7.9,94        ,80603,79.0
2092,Anna Karenina,2012,6.6,63        ,80503,66.0
2093,Here Comes the Boom,2012,6.4,40        ,79653,64.0
2094,That's My Boy,2012,5.6,31        ,78706,56.0
2095,Journey 2: The Mysterious Island,2012,5.8,41        ,77931,58.0
2096,The Raven,2012,6.4,44        ,77817,64.0
2097,Mirror Mirror,2012,5.6,46        ,76712,56.0
2098,To Rome with Love,2012,6.3,54        ,76546,63.0
2099,Stuck in Love,2012,7.3,49        ,75655,73.0
2100,Beasts of the Southern Wild,2012,7.3,86        ,75515,73.0
2101,Disconnect,2012,7.6,64        ,67923,76.0
2102,Red Dawn,2012,5.4,31        ,67249,54.0
2103,The Words,2012,7.1,37        ,67229,71.0
2104,Rock of Ages,2012,5.9,47        ,67216,59.0
2105,Wanderlust,2012,5.6,53        ,66941,56.0
2106,Hitchcock,2012,6.8,55        ,65901,68.0
2107,Upside Down,2012,6.4,45        ,64137,64.0
2108,House at the End of the Street,2012,5.6,31        ,64017,56.0
2109,What to Expect When You're Expecting,2012,5.7,41        ,63112,57.0
2110,The Iceman,2012,6.9,60        ,62588,69.0
2111,Act of Valor,2012,6.5,40        ,62090,65.0
2112,Gangs of Wasseypur,2012,8.2,89        ,61785,82.0
2113,The First Time,2012,6.9,55        ,58821,69.0
2114,Robot & Frank,2012,7.1,67        ,57310,71.0
2115,The Man with the Iron Fists,2012,5.4,51        ,56939,54.0
2116,Rust and Bone,2012,7.5,73        ,56088,75.0
2117,Paranormal Activity 4,2012,4.6,40        ,56025,46.0
